ReadDDT,FindSuitableComponents,AnalyzingAssemblies,TotalTime
0.985,3.500,3738.234,3742.860
0.984,3.547,3723.781,3728.453
1.140,3.485,3677.140,3681.906
0.969,3.500,3721.093,3725.703
1.141,3.375,3720.718,3725.375
0.953,3.328,3676.844,3681.266
1.015,3.563,3724.531,3729.250
0.984,3.438,3713.046,3717.609
1.000,3.391,3686.031,3690.578
0.922,3.516,3712.984,3717.563
