ReadDDT,FindSuitableComponents,AnalyzingAssemblies,TotalTime
0.937,3.578,3652.000,3656.656
1.047,3.703,3646.063,3650.969
0.937,3.516,3651.468,3656.062
0.953,3.531,3652.375,3657.000
0.938,3.750,3634.500,3639.313
0.953,3.531,3642.203,3646.812
0.938,3.468,3632.969,3637.500
0.984,3.547,3645.063,3649.719
0.984,3.547,3636.203,3640.859
0.953,3.469,3645.188,3649.750
